s	max_rss	max_vms	max_uss	max_pss	io_in	io_out	mean_load	cpu_time	stage	module	dataset	param_hash	params	lineage	path
2.5915	0.0	0.0	0.0	0.0	0.0	0.0	87.86	0.0	PCA	pc-rcppml	be1-fixture	087a24a2	"{""DATA"": {""uri"": ""https://omnibenchmark.mls.uzh.ch/datasets/be1-fixture/"", ""uri_type"": ""directory""}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""backend"": ""cpu"", ""n_components"": 50, ""random_seed"": 46, ""solver"": ""lanczos""}}"	DATA/be1-fixture/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-rcppml	DATA/be1-fixture/.f612184b/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-rcppml/.087a24a2/be1-fixture_performance.txt
2.5846	0.0	0.0	0.0	0.0	0.0	0.0	87.21	0.0	PCA	pc-rcppml	be1-fixture	3ff807e6	"{""DATA"": {""uri"": ""https://omnibenchmark.mls.uzh.ch/datasets/be1-fixture/"", ""uri_type"": ""directory""}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""backend"": ""cpu"", ""n_components"": 50, ""random_seed"": 42, ""solver"": ""lanczos""}}"	DATA/be1-fixture/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-rcppml	DATA/be1-fixture/.f612184b/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-rcppml/.3ff807e6/be1-fixture_performance.txt
2.5909	0.0	0.0	0.0	0.0	0.0	0.0	87.79	0.0	PCA	pc-rcppml	be1-fixture	4f0a959b	"{""DATA"": {""uri"": ""https://omnibenchmark.mls.uzh.ch/datasets/be1-fixture/"", ""uri_type"": ""directory""}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""backend"": ""cpu"", ""n_components"": 50, ""random_seed"": 43, ""solver"": ""krylov""}}"	DATA/be1-fixture/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-rcppml	DATA/be1-fixture/.f612184b/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-rcppml/.4f0a959b/be1-fixture_performance.txt
2.588	0.0	0.0	0.0	0.0	0.0	0.0	88.26	0.0	PCA	pc-rcppml	be1-fixture	587df11b	"{""DATA"": {""uri"": ""https://omnibenchmark.mls.uzh.ch/datasets/be1-fixture/"", ""uri_type"": ""directory""}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""backend"": ""cpu"", ""n_components"": 50, ""random_seed"": 46, ""solver"": ""krylov""}}"	DATA/be1-fixture/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-rcppml	DATA/be1-fixture/.f612184b/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-rcppml/.587df11b/be1-fixture_performance.txt
2.5898	0.0	0.0	0.0	0.0	0.0	0.0	87.91	0.0	PCA	pc-rcppml	be1-fixture	5c16324a	"{""DATA"": {""uri"": ""https://omnibenchmark.mls.uzh.ch/datasets/be1-fixture/"", ""uri_type"": ""directory""}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""backend"": ""cpu"", ""n_components"": 50, ""random_seed"": 43, ""solver"": ""lanczos""}}"	DATA/be1-fixture/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-rcppml	DATA/be1-fixture/.f612184b/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-rcppml/.5c16324a/be1-fixture_performance.txt
2.5881	0.0	0.0	0.0	0.0	0.0	0.0	88.14	0.0	PCA	pc-rcppml	be1-fixture	6baaa866	"{""DATA"": {""uri"": ""https://omnibenchmark.mls.uzh.ch/datasets/be1-fixture/"", ""uri_type"": ""directory""}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""backend"": ""cpu"", ""n_components"": 50, ""random_seed"": 44, ""solver"": ""lanczos""}}"	DATA/be1-fixture/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-rcppml	DATA/be1-fixture/.f612184b/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-rcppml/.6baaa866/be1-fixture_performance.txt
2.5831	0.0	0.0	0.0	0.0	0.0	0.0	88.23	0.0	PCA	pc-rcppml	be1-fixture	6db27f7e	"{""DATA"": {""uri"": ""https://omnibenchmark.mls.uzh.ch/datasets/be1-fixture/"", ""uri_type"": ""directory""}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""backend"": ""cpu"", ""n_components"": 50, ""random_seed"": 44, ""solver"": ""krylov""}}"	DATA/be1-fixture/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-rcppml	DATA/be1-fixture/.f612184b/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-rcppml/.6db27f7e/be1-fixture_performance.txt
2.5836	0.0	0.0	0.0	0.0	0.0	0.0	88.08	0.0	PCA	pc-rcppml	be1-fixture	76d435cb	"{""DATA"": {""uri"": ""https://omnibenchmark.mls.uzh.ch/datasets/be1-fixture/"", ""uri_type"": ""directory""}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""backend"": ""cpu"", ""n_components"": 50, ""random_seed"": 45, ""solver"": ""krylov""}}"	DATA/be1-fixture/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-rcppml	DATA/be1-fixture/.f612184b/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-rcppml/.76d435cb/be1-fixture_performance.txt
2.5742	0.0	0.0	0.0	0.0	0.0	0.0	59.69	0.0	PCA	pc-rcppml	be1-fixture	a593308e	"{""DATA"": {""uri"": ""https://omnibenchmark.mls.uzh.ch/datasets/be1-fixture/"", ""uri_type"": ""directory""}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""backend"": ""cpu"", ""n_components"": 50, ""random_seed"": 42, ""solver"": ""krylov""}}"	DATA/be1-fixture/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-rcppml	DATA/be1-fixture/.f612184b/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-rcppml/.a593308e/be1-fixture_performance.txt
2.5836	0.0	0.0	0.0	0.0	0.0	0.0	88.44	0.0	PCA	pc-rcppml	be1-fixture	db24c1c6	"{""DATA"": {""uri"": ""https://omnibenchmark.mls.uzh.ch/datasets/be1-fixture/"", ""uri_type"": ""directory""}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""backend"": ""cpu"", ""n_components"": 50, ""random_seed"": 45, ""solver"": ""lanczos""}}"	DATA/be1-fixture/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-rcppml	DATA/be1-fixture/.f612184b/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-rcppml/.db24c1c6/be1-fixture_performance.txt
2.0042	0.0	0.0	0.0	0.0	0.0	0.0	51.03	0.0	PCA	pc-scanpy	be1-fixture	07ef8b80	"{""DATA"": {""uri"": ""https://omnibenchmark.mls.uzh.ch/datasets/be1-fixture/"", ""uri_type"": ""directory""}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 42, ""solver"": ""arpack""}}"	DATA/be1-fixture/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-scanpy	DATA/be1-fixture/.f612184b/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-scanpy/.07ef8b80/be1-fixture_performance.txt
2.0132	0.0	0.0	0.0	0.0	0.0	0.0	50.82	0.0	PCA	pc-scanpy	be1-fixture	1dab3e50	"{""DATA"": {""uri"": ""https://omnibenchmark.mls.uzh.ch/datasets/be1-fixture/"", ""uri_type"": ""directory""}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 44, ""solver"": ""arpack""}}"	DATA/be1-fixture/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-scanpy	DATA/be1-fixture/.f612184b/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-scanpy/.1dab3e50/be1-fixture_performance.txt
2.0062	0.0	0.0	0.0	0.0	0.0	0.0	50.84	0.0	PCA	pc-scanpy	be1-fixture	27fd56a7	"{""DATA"": {""uri"": ""https://omnibenchmark.mls.uzh.ch/datasets/be1-fixture/"", ""uri_type"": ""directory""}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 43, ""solver"": ""arpack""}}"	DATA/be1-fixture/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-scanpy	DATA/be1-fixture/.f612184b/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-scanpy/.27fd56a7/be1-fixture_performance.txt
2.0074	0.0	0.0	0.0	0.0	0.0	0.0	51.3	0.0	PCA	pc-scanpy	be1-fixture	46458866	"{""DATA"": {""uri"": ""https://omnibenchmark.mls.uzh.ch/datasets/be1-fixture/"", ""uri_type"": ""directory""}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 43, ""solver"": ""randomized""}}"	DATA/be1-fixture/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-scanpy	DATA/be1-fixture/.f612184b/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-scanpy/.46458866/be1-fixture_performance.txt
2.019	0.0	0.0	0.0	0.0	0.0	0.0	51.03	0.0	PCA	pc-scanpy	be1-fixture	4f52dcab	"{""DATA"": {""uri"": ""https://omnibenchmark.mls.uzh.ch/datasets/be1-fixture/"", ""uri_type"": ""directory""}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 45, ""solver"": ""arpack""}}"	DATA/be1-fixture/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-scanpy	DATA/be1-fixture/.f612184b/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-scanpy/.4f52dcab/be1-fixture_performance.txt
2.02	0.0	0.0	0.0	0.0	0.0	0.0	50.98	0.0	PCA	pc-scanpy	be1-fixture	67915c1a	"{""DATA"": {""uri"": ""https://omnibenchmark.mls.uzh.ch/datasets/be1-fixture/"", ""uri_type"": ""directory""}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 46, ""solver"": ""arpack""}}"	DATA/be1-fixture/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-scanpy	DATA/be1-fixture/.f612184b/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-scanpy/.67915c1a/be1-fixture_performance.txt
2.0168	0.0	0.0	0.0	0.0	0.0	0.0	50.09	0.0	PCA	pc-scanpy	be1-fixture	77f7dfd9	"{""DATA"": {""uri"": ""https://omnibenchmark.mls.uzh.ch/datasets/be1-fixture/"", ""uri_type"": ""directory""}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 42, ""solver"": ""randomized""}}"	DATA/be1-fixture/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-scanpy	DATA/be1-fixture/.f612184b/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-scanpy/.77f7dfd9/be1-fixture_performance.txt
2.0209	0.0	0.0	0.0	0.0	0.0	0.0	50.94	0.0	PCA	pc-scanpy	be1-fixture	7980c8af	"{""DATA"": {""uri"": ""https://omnibenchmark.mls.uzh.ch/datasets/be1-fixture/"", ""uri_type"": ""directory""}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 46, ""solver"": ""randomized""}}"	DATA/be1-fixture/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-scanpy	DATA/be1-fixture/.f612184b/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-scanpy/.7980c8af/be1-fixture_performance.txt
2.0121	0.0	0.0	0.0	0.0	0.0	0.0	51.03	0.0	PCA	pc-scanpy	be1-fixture	9755b03f	"{""DATA"": {""uri"": ""https://omnibenchmark.mls.uzh.ch/datasets/be1-fixture/"", ""uri_type"": ""directory""}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 44, ""solver"": ""randomized""}}"	DATA/be1-fixture/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-scanpy	DATA/be1-fixture/.f612184b/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-scanpy/.9755b03f/be1-fixture_performance.txt
2.0073	0.0	0.0	0.0	0.0	0.0	0.0	50.68	0.0	PCA	pc-scanpy	be1-fixture	ae8c1da3	"{""DATA"": {""uri"": ""https://omnibenchmark.mls.uzh.ch/datasets/be1-fixture/"", ""uri_type"": ""directory""}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 45, ""solver"": ""randomized""}}"	DATA/be1-fixture/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-scanpy	DATA/be1-fixture/.f612184b/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-scanpy/.ae8c1da3/be1-fixture_performance.txt
3.6075	0.0	0.0	0.0	0.0	0.0	0.0	71.91	0.0	PCA	pc-scrapper	be1-fixture	0654e2fc	"{""DATA"": {""uri"": ""https://omnibenchmark.mls.uzh.ch/datasets/be1-fixture/"", ""uri_type"": ""directory""}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 44, ""solver"": ""random""}}"	DATA/be1-fixture/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-scrapper	DATA/be1-fixture/.f612184b/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-scrapper/.0654e2fc/be1-fixture_performance.txt
2.8629	0.0	0.0	0.0	0.0	0.0	0.0	71.91	0.0	PCA	pc-scrapper	be1-fixture	09dc1288	"{""DATA"": {""uri"": ""https://omnibenchmark.mls.uzh.ch/datasets/be1-fixture/"", ""uri_type"": ""directory""}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 43, ""solver"": ""irlba""}}"	DATA/be1-fixture/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-scrapper	DATA/be1-fixture/.f612184b/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-scrapper/.09dc1288/be1-fixture_performance.txt
2.8576	0.0	0.0	0.0	0.0	0.0	0.0	72.08	0.0	PCA	pc-scrapper	be1-fixture	326ca746	"{""DATA"": {""uri"": ""https://omnibenchmark.mls.uzh.ch/datasets/be1-fixture/"", ""uri_type"": ""directory""}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 42, ""solver"": ""irlba""}}"	DATA/be1-fixture/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-scrapper	DATA/be1-fixture/.f612184b/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-scrapper/.326ca746/be1-fixture_performance.txt
3.6125	0.0	0.0	0.0	0.0	0.0	0.0	89.24	0.0	PCA	pc-scrapper	be1-fixture	34021047	"{""DATA"": {""uri"": ""https://omnibenchmark.mls.uzh.ch/datasets/be1-fixture/"", ""uri_type"": ""directory""}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 43, ""solver"": ""random""}}"	DATA/be1-fixture/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-scrapper	DATA/be1-fixture/.f612184b/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-scrapper/.34021047/be1-fixture_performance.txt
2.8605	0.0	0.0	0.0	0.0	0.0	0.0	71.73	0.0	PCA	pc-scrapper	be1-fixture	3dc9a7cc	"{""DATA"": {""uri"": ""https://omnibenchmark.mls.uzh.ch/datasets/be1-fixture/"", ""uri_type"": ""directory""}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 44, ""solver"": ""irlba""}}"	DATA/be1-fixture/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-scrapper	DATA/be1-fixture/.f612184b/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-scrapper/.3dc9a7cc/be1-fixture_performance.txt
3.6136	0.0	0.0	0.0	0.0	0.0	0.0	88.62	0.0	PCA	pc-scrapper	be1-fixture	5bbc2763	"{""DATA"": {""uri"": ""https://omnibenchmark.mls.uzh.ch/datasets/be1-fixture/"", ""uri_type"": ""directory""}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 42, ""solver"": ""random""}}"	DATA/be1-fixture/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-scrapper	DATA/be1-fixture/.f612184b/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-scrapper/.5bbc2763/be1-fixture_performance.txt
4.2937	0.0	0.0	0.0	0.0	0.0	0.0	138.69	0.0	PCA	pc-scrapper	be1-fixture	682cec3c	"{""DATA"": {""uri"": ""https://omnibenchmark.mls.uzh.ch/datasets/be1-fixture/"", ""uri_type"": ""directory""}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 42, ""solver"": ""exact""}}"	DATA/be1-fixture/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-scrapper	DATA/be1-fixture/.f612184b/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-scrapper/.682cec3c/be1-fixture_performance.txt
3.6123	0.0	0.0	0.0	0.0	0.0	0.0	71.73	0.0	PCA	pc-scrapper	be1-fixture	73887b0e	"{""DATA"": {""uri"": ""https://omnibenchmark.mls.uzh.ch/datasets/be1-fixture/"", ""uri_type"": ""directory""}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 45, ""solver"": ""random""}}"	DATA/be1-fixture/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-scrapper	DATA/be1-fixture/.f612184b/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-scrapper/.73887b0e/be1-fixture_performance.txt
4.2987	0.0	0.0	0.0	0.0	0.0	0.0	138.2	0.0	PCA	pc-scrapper	be1-fixture	97160664	"{""DATA"": {""uri"": ""https://omnibenchmark.mls.uzh.ch/datasets/be1-fixture/"", ""uri_type"": ""directory""}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 43, ""solver"": ""exact""}}"	DATA/be1-fixture/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-scrapper	DATA/be1-fixture/.f612184b/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-scrapper/.97160664/be1-fixture_performance.txt
4.3055	0.0	0.0	0.0	0.0	0.0	0.0	137.26	0.0	PCA	pc-scrapper	be1-fixture	a32bab7f	"{""DATA"": {""uri"": ""https://omnibenchmark.mls.uzh.ch/datasets/be1-fixture/"", ""uri_type"": ""directory""}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 45, ""solver"": ""exact""}}"	DATA/be1-fixture/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-scrapper	DATA/be1-fixture/.f612184b/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-scrapper/.a32bab7f/be1-fixture_performance.txt
4.2909	0.0	0.0	0.0	0.0	0.0	0.0	139.86	0.0	PCA	pc-scrapper	be1-fixture	c8b8682f	"{""DATA"": {""uri"": ""https://omnibenchmark.mls.uzh.ch/datasets/be1-fixture/"", ""uri_type"": ""directory""}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 44, ""solver"": ""exact""}}"	DATA/be1-fixture/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-scrapper	DATA/be1-fixture/.f612184b/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-scrapper/.c8b8682f/be1-fixture_performance.txt
2.8565	0.0	0.0	0.0	0.0	0.0	0.0	72.12	0.0	PCA	pc-scrapper	be1-fixture	d2ec2fb4	"{""DATA"": {""uri"": ""https://omnibenchmark.mls.uzh.ch/datasets/be1-fixture/"", ""uri_type"": ""directory""}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 45, ""solver"": ""irlba""}}"	DATA/be1-fixture/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-scrapper	DATA/be1-fixture/.f612184b/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-scrapper/.d2ec2fb4/be1-fixture_performance.txt
4.2812	0.0	0.0	0.0	0.0	0.0	0.0	140.8	0.0	PCA	pc-scrapper	be1-fixture	d500e320	"{""DATA"": {""uri"": ""https://omnibenchmark.mls.uzh.ch/datasets/be1-fixture/"", ""uri_type"": ""directory""}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 46, ""solver"": ""exact""}}"	DATA/be1-fixture/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-scrapper	DATA/be1-fixture/.f612184b/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-scrapper/.d500e320/be1-fixture_performance.txt
3.612	0.0	0.0	0.0	0.0	0.0	0.0	71.85	0.0	PCA	pc-scrapper	be1-fixture	dfeeb163	"{""DATA"": {""uri"": ""https://omnibenchmark.mls.uzh.ch/datasets/be1-fixture/"", ""uri_type"": ""directory""}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 46, ""solver"": ""random""}}"	DATA/be1-fixture/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-scrapper	DATA/be1-fixture/.f612184b/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-scrapper/.dfeeb163/be1-fixture_performance.txt
2.8654	0.0	0.0	0.0	0.0	0.0	0.0	71.72	0.0	PCA	pc-scrapper	be1-fixture	e66c556c	"{""DATA"": {""uri"": ""https://omnibenchmark.mls.uzh.ch/datasets/be1-fixture/"", ""uri_type"": ""directory""}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 46, ""solver"": ""irlba""}}"	DATA/be1-fixture/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-scrapper	DATA/be1-fixture/.f612184b/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-scrapper/.e66c556c/be1-fixture_performance.txt
4.219	0.0	0.0	0.0	0.0	0.0	0.0	84.95	0.0	FEAT	fe-scrapper	be1-fixture	b1d1078c	"{""DATA"": {""uri"": ""https://omnibenchmark.mls.uzh.ch/datasets/be1-fixture/"", ""uri_type"": ""directory""}, ""FEAT"": {""number_selected"": 2000}}"	DATA/be1-fixture/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper	DATA/be1-fixture/.f612184b/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/be1-fixture_performance.txt
7.7233	0.0	0.0	0.0	0.0	0.0	0.0	92.96	0.0	NORM	nr-scrapper	be1-fixture		"{""DATA"": {""uri"": ""https://omnibenchmark.mls.uzh.ch/datasets/be1-fixture/"", ""uri_type"": ""directory""}}"	DATA/be1-fixture/FILT/fi-scrapper/NORM/nr-scrapper	DATA/be1-fixture/.f612184b/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/be1-fixture_performance.txt
7.364	0.0	0.0	0.0	0.0	0.0	0.0	62.31	0.0	FILT	fi-scrapper	be1-fixture		"{""DATA"": {""uri"": ""https://omnibenchmark.mls.uzh.ch/datasets/be1-fixture/"", ""uri_type"": ""directory""}}"	DATA/be1-fixture/FILT/fi-scrapper	DATA/be1-fixture/.f612184b/FILT/fi-scrapper/.default/be1-fixture_performance.txt
3.1352	0.0	0.0	0.0	0.0	0.0	0.0	5.51	0.0	DATA	be1-fixture	be1-fixture	f612184b	"{""DATA"": {""uri"": ""https://omnibenchmark.mls.uzh.ch/datasets/be1-fixture/"", ""uri_type"": ""directory""}}"	DATA/be1-fixture	DATA/be1-fixture/.f612184b/be1-fixture_performance.txt
3.1582	0.0	0.0	0.0	0.0	0.0	0.0	104.86	0.0	PCA	pc-rcppml	d-pca	087a24a2	"{""DATA"": {""batch_var"": null, ""dataset_name"": ""sc-mix"", ""labels_var"": ""cell_line"", ""sample_var"": null}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""backend"": ""cpu"", ""n_components"": 50, ""random_seed"": 46, ""solver"": ""lanczos""}}"	DATA/d-pca/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-rcppml	DATA/d-pca/.d43e5126/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-rcppml/.087a24a2/d-pca_performance.txt
