s	max_rss	max_vms	max_uss	max_pss	io_in	io_out	mean_load	cpu_time	stage	module	dataset	param_hash	params	lineage	path
7.2721	996.59	18648.45	991.32	991.38	0.0	0.18	158.06	11.51	PCA	pc-rcppml	tenx-0020k	db24c1c6	"{""DATA"": {""uri"": ""file:///home/b/phd/data/tenx_ladder/tenx-0020k""}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""backend"": ""cpu"", ""n_components"": 50, ""random_seed"": 45, ""solver"": ""lanczos""}}"	DATA/tenx-0020k/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-rcppml	DATA/tenx-0020k/.2cb09e13/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-rcppml/.db24c1c6/tenx-0020k_performance.txt
6.5883	448.61	4518.5	443.81	443.86	0.0	20.79	102.93	7.38	PCA	pc-scanpy	tenx-0020k	07ef8b80	"{""DATA"": {""uri"": ""file:///home/b/phd/data/tenx_ladder/tenx-0020k""}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 42, ""solver"": ""arpack""}}"	DATA/tenx-0020k/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-scanpy	DATA/tenx-0020k/.2cb09e13/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-scanpy/.07ef8b80/tenx-0020k_performance.txt
6.5307	448.54	4518.52	443.66	443.71	0.0	20.78	103.7	7.39	PCA	pc-scanpy	tenx-0020k	1dab3e50	"{""DATA"": {""uri"": ""file:///home/b/phd/data/tenx_ladder/tenx-0020k""}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 44, ""solver"": ""arpack""}}"	DATA/tenx-0020k/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-scanpy	DATA/tenx-0020k/.2cb09e13/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-scanpy/.1dab3e50/tenx-0020k_performance.txt
7.3016	459.97	2313.88	451.3	451.34	0.0	0.01	94.3	7.38	PCA	pc-scanpy	tenx-0020k	27fd56a7	"{""DATA"": {""uri"": ""file:///home/b/phd/data/tenx_ladder/tenx-0020k""}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 43, ""solver"": ""arpack""}}"	DATA/tenx-0020k/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-scanpy	DATA/tenx-0020k/.2cb09e13/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-scanpy/.27fd56a7/tenx-0020k_performance.txt
7.2448	475.46	2332.76	460.07	460.11	84.41	0.16	89.7	6.91	PCA	pc-scanpy	tenx-0020k	46458866	"{""DATA"": {""uri"": ""file:///home/b/phd/data/tenx_ladder/tenx-0020k""}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 43, ""solver"": ""randomized""}}"	DATA/tenx-0020k/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-scanpy	DATA/tenx-0020k/.2cb09e13/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-scanpy/.46458866/tenx-0020k_performance.txt
6.0263	448.61	4512.36	443.69	443.74	0.0	20.78	103.63	6.86	PCA	pc-scanpy	tenx-0020k	4f52dcab	"{""DATA"": {""uri"": ""file:///home/b/phd/data/tenx_ladder/tenx-0020k""}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 45, ""solver"": ""arpack""}}"	DATA/tenx-0020k/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-scanpy	DATA/tenx-0020k/.2cb09e13/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-scanpy/.4f52dcab/tenx-0020k_performance.txt
9.4998	449.41	4518.37	444.36	444.41	0.0	20.78	98.1	9.36	PCA	pc-scanpy	tenx-0020k	67915c1a	"{""DATA"": {""uri"": ""file:///home/b/phd/data/tenx_ladder/tenx-0020k""}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 46, ""solver"": ""arpack""}}"	DATA/tenx-0020k/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-scanpy	DATA/tenx-0020k/.2cb09e13/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-scanpy/.67915c1a/tenx-0020k_performance.txt
6.5454	448.4	4518.51	443.61	443.65	0.0	20.79	103.53	7.35	PCA	pc-scanpy	tenx-0020k	77f7dfd9	"{""DATA"": {""uri"": ""file:///home/b/phd/data/tenx_ladder/tenx-0020k""}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 42, ""solver"": ""randomized""}}"	DATA/tenx-0020k/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-scanpy	DATA/tenx-0020k/.2cb09e13/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-scanpy/.77f7dfd9/tenx-0020k_performance.txt
6.1463	499.71	4672.12	493.67	493.71	0.0	18.7	100.25	6.75	PCA	pc-scanpy	tenx-0020k	7980c8af	"{""DATA"": {""uri"": ""file:///home/b/phd/data/tenx_ladder/tenx-0020k""}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 46, ""solver"": ""randomized""}}"	DATA/tenx-0020k/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-scanpy	DATA/tenx-0020k/.2cb09e13/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-scanpy/.7980c8af/tenx-0020k_performance.txt
6.5066	448.83	4518.36	444.01	444.06	0.0	20.78	103.96	7.39	PCA	pc-scanpy	tenx-0020k	9755b03f	"{""DATA"": {""uri"": ""file:///home/b/phd/data/tenx_ladder/tenx-0020k""}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 44, ""solver"": ""randomized""}}"	DATA/tenx-0020k/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-scanpy	DATA/tenx-0020k/.2cb09e13/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-scanpy/.9755b03f/tenx-0020k_performance.txt
5.9951	448.37	4518.36	443.6	443.64	0.0	20.78	104.06	6.85	PCA	pc-scanpy	tenx-0020k	ae8c1da3	"{""DATA"": {""uri"": ""file:///home/b/phd/data/tenx_ladder/tenx-0020k""}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 45, ""solver"": ""randomized""}}"	DATA/tenx-0020k/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-scanpy	DATA/tenx-0020k/.2cb09e13/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-scanpy/.ae8c1da3/tenx-0020k_performance.txt
20.9346	1682.67	3093.73	1677.63	1677.69	1.49	0.18	109.86	23.0	PCA	pc-scrapper	tenx-0020k	0654e2fc	"{""DATA"": {""uri"": ""file:///home/b/phd/data/tenx_ladder/tenx-0020k""}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 44, ""solver"": ""random""}}"	DATA/tenx-0020k/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-scrapper	DATA/tenx-0020k/.2cb09e13/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-scrapper/.0654e2fc/tenx-0020k_performance.txt
11.4743	1077.43	17983.52	1072.37	1072.42	0.0	0.18	94.19	10.81	PCA	pc-scrapper	tenx-0020k	09dc1288	"{""DATA"": {""uri"": ""file:///home/b/phd/data/tenx_ladder/tenx-0020k""}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 43, ""solver"": ""irlba""}}"	DATA/tenx-0020k/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-scrapper	DATA/tenx-0020k/.2cb09e13/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-scrapper/.09dc1288/tenx-0020k_performance.txt
11.5498	1223.45	18049.39	1206.4	1206.46	0.0	0.18	94.04	10.86	PCA	pc-scrapper	tenx-0020k	326ca746	"{""DATA"": {""uri"": ""file:///home/b/phd/data/tenx_ladder/tenx-0020k""}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 42, ""solver"": ""irlba""}}"	DATA/tenx-0020k/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-scrapper	DATA/tenx-0020k/.2cb09e13/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-scrapper/.326ca746/tenx-0020k_performance.txt
21.0331	1660.86	18779.27	1655.68	1655.75	0.0	0.18	109.41	23.04	PCA	pc-scrapper	tenx-0020k	34021047	"{""DATA"": {""uri"": ""file:///home/b/phd/data/tenx_ladder/tenx-0020k""}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 43, ""solver"": ""random""}}"	DATA/tenx-0020k/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-scrapper	DATA/tenx-0020k/.2cb09e13/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-scrapper/.34021047/tenx-0020k_performance.txt
13.0754	1077.47	2368.82	1072.43	1072.48	0.0	0.18	94.59	12.37	PCA	pc-scrapper	tenx-0020k	3dc9a7cc	"{""DATA"": {""uri"": ""file:///home/b/phd/data/tenx_ladder/tenx-0020k""}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 44, ""solver"": ""irlba""}}"	DATA/tenx-0020k/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-scrapper	DATA/tenx-0020k/.2cb09e13/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-scrapper/.3dc9a7cc/tenx-0020k_performance.txt
24.5678	1660.85	3071.77	1655.68	1655.74	0.0	0.19	82.26	20.22	PCA	pc-scrapper	tenx-0020k	5bbc2763	"{""DATA"": {""uri"": ""file:///home/b/phd/data/tenx_ladder/tenx-0020k""}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 42, ""solver"": ""random""}}"	DATA/tenx-0020k/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-scrapper	DATA/tenx-0020k/.2cb09e13/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-scrapper/.5bbc2763/tenx-0020k_performance.txt
14.9921	1986.93	18049.39	1981.76	1981.82	0.0	0.19	279.77	41.97	PCA	pc-scrapper	tenx-0020k	682cec3c	"{""DATA"": {""uri"": ""file:///home/b/phd/data/tenx_ladder/tenx-0020k""}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 42, ""solver"": ""exact""}}"	DATA/tenx-0020k/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-scrapper	DATA/tenx-0020k/.2cb09e13/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-scrapper/.682cec3c/tenx-0020k_performance.txt
20.1178	1682.74	17983.52	1677.66	1677.72	0.0	0.18	117.09	23.56	PCA	pc-scrapper	tenx-0020k	73887b0e	"{""DATA"": {""uri"": ""file:///home/b/phd/data/tenx_ladder/tenx-0020k""}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 45, ""solver"": ""random""}}"	DATA/tenx-0020k/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-scrapper	DATA/tenx-0020k/.2cb09e13/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-scrapper/.73887b0e/tenx-0020k_performance.txt
16.2925	1986.96	17983.53	1981.79	1981.85	0.0	0.18	298.64	48.65	PCA	pc-scrapper	tenx-0020k	97160664	"{""DATA"": {""uri"": ""file:///home/b/phd/data/tenx_ladder/tenx-0020k""}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 43, ""solver"": ""exact""}}"	DATA/tenx-0020k/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-scrapper	DATA/tenx-0020k/.2cb09e13/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-scrapper/.97160664/tenx-0020k_performance.txt
15.1397	1986.93	3399.91	1981.91	1981.97	0.0	0.18	286.17	43.47	PCA	pc-scrapper	tenx-0020k	a32bab7f	"{""DATA"": {""uri"": ""file:///home/b/phd/data/tenx_ladder/tenx-0020k""}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 45, ""solver"": ""exact""}}"	DATA/tenx-0020k/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-scrapper	DATA/tenx-0020k/.2cb09e13/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-scrapper/.a32bab7f/tenx-0020k_performance.txt
16.0243	1986.84	3399.9	1981.78	1981.84	0.0	0.18	274.31	43.98	PCA	pc-scrapper	tenx-0020k	c8b8682f	"{""DATA"": {""uri"": ""file:///home/b/phd/data/tenx_ladder/tenx-0020k""}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 44, ""solver"": ""exact""}}"	DATA/tenx-0020k/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-scrapper	DATA/tenx-0020k/.2cb09e13/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-scrapper/.c8b8682f/tenx-0020k_performance.txt
11.023	1077.38	2365.62	1072.35	1072.41	0.0	0.18	93.53	10.31	PCA	pc-scrapper	tenx-0020k	d2ec2fb4	"{""DATA"": {""uri"": ""file:///home/b/phd/data/tenx_ladder/tenx-0020k""}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 45, ""solver"": ""irlba""}}"	DATA/tenx-0020k/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-scrapper	DATA/tenx-0020k/.2cb09e13/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-scrapper/.d2ec2fb4/tenx-0020k_performance.txt
15.6215	1986.87	18193.45	1981.81	1981.87	0.0	0.18	295.39	46.04	PCA	pc-scrapper	tenx-0020k	d500e320	"{""DATA"": {""uri"": ""file:///home/b/phd/data/tenx_ladder/tenx-0020k""}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 46, ""solver"": ""exact""}}"	DATA/tenx-0020k/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-scrapper	DATA/tenx-0020k/.2cb09e13/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-scrapper/.d500e320/tenx-0020k_performance.txt
20.9653	1682.85	3093.72	1677.68	1677.74	0.0	0.18	112.9	23.68	PCA	pc-scrapper	tenx-0020k	dfeeb163	"{""DATA"": {""uri"": ""file:///home/b/phd/data/tenx_ladder/tenx-0020k""}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 46, ""solver"": ""random""}}"	DATA/tenx-0020k/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-scrapper	DATA/tenx-0020k/.2cb09e13/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-scrapper/.dfeeb163/tenx-0020k_performance.txt
10.7355	1077.49	2385.38	1072.38	1072.43	0.0	0.18	96.03	10.31	PCA	pc-scrapper	tenx-0020k	e66c556c	"{""DATA"": {""uri"": ""file:///home/b/phd/data/tenx_ladder/tenx-0020k""}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 46, ""solver"": ""irlba""}}"	DATA/tenx-0020k/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-scrapper	DATA/tenx-0020k/.2cb09e13/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-scrapper/.e66c556c/tenx-0020k_performance.txt
14.614	1786.51	2138.62	1766.32	1773.96	0.0	51.02	93.32	13.64	FEAT	fe-scrapper	tenx-0020k	b1d1078c	"{""DATA"": {""uri"": ""file:///home/b/phd/data/tenx_ladder/tenx-0020k""}, ""FEAT"": {""number_selected"": 2000}}"	DATA/tenx-0020k/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper	DATA/tenx-0020k/.2cb09e13/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/tenx-0020k_performance.txt
41.6591	2228.89	2577.41	2207.48	2215.73	0.0	1.34	36.52	15.21	NORM	nr-scrapper	tenx-0020k		"{""DATA"": {""uri"": ""file:///home/b/phd/data/tenx_ladder/tenx-0020k""}}"	DATA/tenx-0020k/FILT/fi-scrapper/NORM/nr-scrapper	DATA/tenx-0020k/.2cb09e13/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/tenx-0020k_performance.txt
16.9014	2225.15	2573.75	2198.38	2206.9	4.85	0.27	90.67	15.38	FILT	fi-scrapper	tenx-0020k		"{""DATA"": {""uri"": ""file:///home/b/phd/data/tenx_ladder/tenx-0020k""}}"	DATA/tenx-0020k/FILT/fi-scrapper	DATA/tenx-0020k/.2cb09e13/FILT/fi-scrapper/.default/tenx-0020k_performance.txt
0.5689	28.82	97.84	13.72	15.98	0.0	0.0	0.0	0.05	DATA	tenx-0020k	tenx-0020k	2cb09e13	"{""DATA"": {""uri"": ""file:///home/b/phd/data/tenx_ladder/tenx-0020k""}}"	DATA/tenx-0020k	DATA/tenx-0020k/.2cb09e13/tenx-0020k_performance.txt
